cell_channel,protein_role,puncta_channel,puncta_id,pixel_count,mean_intensity,max_intensity,centroid_x_um,centroid_y_um,centroid_z_um,centroid_inside_cell_flag,overlap_fraction_in_cell_pct,surface_distance_um,inside_mesh_flag,within_surface_threshold_flag,display_threshold_pass_flag,classification
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6033,17,1,1,52,86,15,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6034,27,1,1,60,91,15,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6035,1,1,1,56,91,15,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6036,4,1,1,56,91,15,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6037,748,1,1,62,93,17,False,8,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6038,212,1,1,61,93,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6039,508,1,1,58,94,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6040,77,1,1,90,25,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6041,61,1,1,88,27,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6042,1273,1,1,91,29,17,False,6,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6043,82,1,1,96,30,16,False,21,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6044,1205,1,1,90,32,17,True,38,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6045,6,1,1,93,32,16,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6046,314,1,1,92,34,17,False,53,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6047,60,1,1,88,35,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6048,12,1,1,89,37,16,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6049,89,1,1,88,39,16,False,12,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6050,13,1,1,87,40,16,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6051,334,1,1,82,42,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6052,198,1,1,82,43,16,False,33,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6053,65,1,1,92,43,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6054,78,1,1,85,45,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6055,28,1,1,79,51,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6057,1069,1,1,84,52,18,True,61,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6058,1,1,1,85,53,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6059,95,1,1,83,55,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6060,6,1,1,57,55,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6061,468,1,1,60,56,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6062,417,1,1,61,57,17,False,12,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6063,2,1,1,70,58,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6064,1,1,1,70,58,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6065,2,1,1,92,58,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6066,70,1,1,84,58,16,False,3,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6068,1,1,1,93,60,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6069,1,1,1,92,60,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6070,43,1,1,47,60,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6071,129,1,1,57,60,16,False,14,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6072,324,1,1,87,60,16,True,42,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6073,361,1,1,92,60,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6074,3,1,1,59,60,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6075,4,1,1,58,60,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6078,8,1,1,73,60,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6079,614,1,1,57,61,17,False,24,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6080,7,1,1,56,61,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6081,20,1,1,64,61,16,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6082,1,1,1,65,61,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6083,36,1,1,82,61,16,True,72,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6084,1,1,1,60,61,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6085,71,1,1,81,62,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6086,66,1,1,62,62,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6087,335,1,1,83,62,17,False,28,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6088,42,1,1,66,63,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6089,26,1,1,57,63,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6090,8,1,1,85,63,16,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6091,6,1,1,67,63,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6092,37,1,1,59,63,16,False,16,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6093,95,1,1,88,64,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6094,16,1,1,78,64,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6095,13,1,1,55,64,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6096,73,1,1,75,65,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6097,7,1,1,55,65,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6098,774,1,1,85,65,17,False,8,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6099,341,1,1,60,65,17,True,5,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6100,66,1,1,69,66,16,False,29,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6101,162,1,1,60,66,16,False,10,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6103,10,1,1,84,68,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6104,203,1,1,79,69,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6105,332,1,1,61,69,16,False,27,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6106,27,1,1,77,69,16,False,4,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6107,59,1,1,76,70,16,False,22,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6108,21,1,1,81,70,16,True,81,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6109,1,1,1,48,70,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6110,274,1,1,59,70,16,True,58,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6111,6,1,1,52,70,16,False,17,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6112,30,1,1,64,70,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6113,2,1,1,86,71,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6114,2,1,1,61,71,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6116,30,1,1,87,71,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6117,738,1,1,77,72,16,True,73,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6118,12,1,1,68,72,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6120,1,1,1,50,72,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6121,1,1,1,58,72,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6122,1,1,1,58,73,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6123,63,1,1,88,73,16,True,60,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6125,20,1,1,62,73,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6126,1,1,1,70,74,16,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6127,1,1,1,57,74,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6128,86,1,1,44,74,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6129,37,1,1,78,74,16,True,92,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6130,3,1,1,87,75,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6131,40,1,1,79,75,16,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6132,10,1,1,69,77,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6133,17,1,1,87,77,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6134,391,1,1,85,77,16,False,30,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6135,66,1,1,56,78,16,False,20,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6136,155,1,1,66,79,16,True,65,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6137,236,1,1,61,80,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6138,229,1,1,63,80,17,True,59,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6139,64,1,1,65,81,16,False,3,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6140,99,1,1,68,81,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6141,184,1,1,42,82,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6142,1,1,1,53,82,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6143,175,1,1,66,83,16,False,3,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6145,38,1,1,63,84,16,True,97,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6146,448,1,1,62,84,17,False,42,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6147,16,1,1,60,84,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6148,40,1,1,85,85,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6149,4,1,1,54,85,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6150,22,1,1,68,85,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6151,26,1,1,61,85,16,True,35,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6152,27,1,1,67,86,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6153,2,1,1,52,87,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6154,21,1,1,54,87,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6155,10,1,1,54,87,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6156,14,1,1,60,90,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6157,43,1,1,56,90,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6158,4,1,1,62,91,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6159,411,1,1,58,92,16,False,25,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6160,18,1,1,63,93,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6161,12,1,1,88,26,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6162,230,1,1,87,28,17,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6163,98,1,1,87,29,17,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6164,1,1,1,88,29,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6165,244,1,1,91,30,16,False,13,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6166,1,1,1,97,30,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6167,4,1,1,86,32,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6168,43,1,1,93,34,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6169,81,1,1,91,35,16,False,37,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6171,3032,1,1,88,40,17,True,12,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6172,6,1,1,86,41,16,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6173,59,1,1,82,41,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6174,6,1,1,89,41,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6175,353,1,1,83,42,17,True,73,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6176,180,1,1,84,44,16,False,14,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6177,34,1,1,88,46,16,False,26,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6178,59,1,1,94,47,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6179,366,1,1,92,47,17,True,32,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6180,11941,1,1,84,46,19,False,19,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6181,27,1,1,80,49,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6182,60,1,1,88,49,16,False,30,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6183,1033,1,1,88,50,17,False,49,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6184,4,1,1,81,51,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6185,14,1,1,91,58,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6186,36,1,1,45,58,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6187,1,1,1,53,58,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6188,377,1,1,55,59,17,False,25,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6189,203,1,1,89,58,16,True,50,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6190,2657,1,1,92,60,18,False,10,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6191,15,1,1,50,60,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6192,2,1,1,63,60,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6193,1,1,1,71,60,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6194,16,1,1,65,60,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6195,218,1,1,56,61,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6196,27,1,1,72,61,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6197,1,1,1,85,61,16,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6198,37,1,1,55,61,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6199,1301,1,1,58,62,18,False,23,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6200,251,1,1,60,62,17,False,28,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6201,83,1,1,80,62,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6202,6,1,1,72,62,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6203,98,1,1,88,62,16,False,10,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6204,14,1,1,78,64,16,False,21,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6205,5,1,1,71,64,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6206,7,1,1,88,64,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6207,66,1,1,88,64,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6208,39,1,1,69,65,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6209,412,1,1,88,67,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6210,25,1,1,75,67,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6211,15,1,1,88,67,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6212,107,1,1,69,67,16,False,3,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6213,65,1,1,77,67,16,False,3,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6214,4,1,1,64,67,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6215,100,1,1,69,68,16,False,20,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6216,351,1,1,77,68,17,False,22,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6217,18,1,1,51,68,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6218,10,1,1,53,68,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6219,76,1,1,82,69,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6220,19,1,1,76,69,16,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6221,16,1,1,72,69,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6222,170,1,1,75,70,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6224,65,1,1,85,71,17,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6225,47,1,1,67,72,16,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6226,763,1,1,88,72,17,True,49,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),6227,4,1,1,89,72,16,False,0,1,False,True,True,surface_shell
